id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus_meninggal,satuan,tahun
513,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,1,ORANG,2023
514,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,3,ORANG,2023
515,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,4,ORANG,2023
516,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,7,ORANG,2023
517,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,0,ORANG,2023
518,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1,ORANG,2023
519,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,4,ORANG,2023
520,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,2,ORANG,2023
521,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,2,ORANG,2023
522,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,0,ORANG,2023
523,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,2,ORANG,2023
524,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,7,ORANG,2023
525,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,1,ORANG,2023
526,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,1,ORANG,2023
527,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,4,ORANG,2023
528,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,4,ORANG,2023
529,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2,ORANG,2023
530,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,2,ORANG,2023
531,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,2,ORANG,2023
532,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,4,ORANG,2023
533,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,2,ORANG,2023
534,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,4,ORANG,2023
535,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,1,ORANG,2023
536,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,2,ORANG,2023
537,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,3,ORANG,2023
538,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,2,ORANG,2023
539,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,0,ORANG,2023
540,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,1,ORANG,2023
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,7,ORANG,2024
542,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,16,ORANG,2024
543,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,2,ORANG,2024
544,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,2,ORANG,2024
545,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,2,ORANG,2024
546,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,9,ORANG,2024
547,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,17,ORANG,2024
548,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,21,ORANG,2024
549,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,2,ORANG,2024
550,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,12,ORANG,2024
551,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,3,ORANG,2024
552,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,5,ORANG,2024
553,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,4,ORANG,2024
554,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,7,ORANG,2024
555,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,3,ORANG,2024
556,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,2,ORANG,2024
557,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,0,ORANG,2024
558,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,6,ORANG,2024
559,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,8,ORANG,2024
560,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,3,ORANG,2024
561,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,2,ORANG,2024
562,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,5,ORANG,2024
563,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,1,ORANG,2024
564,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,1,ORANG,2024
565,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,13,ORANG,2024
566,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,12,ORANG,2024
567,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,6,ORANG,2024
568,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,8,ORANG,2024
569,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,9,ORANG,2024
570,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,10,ORANG,2024
571,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,2,ORANG,2024
572,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,5,ORANG,2024
573,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,5,ORANG,2024
574,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,13,ORANG,2024
575,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,0,ORANG,2024
576,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,0,ORANG,2024
577,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,8,ORANG,2024
578,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,8,ORANG,2024
579,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,2,ORANG,2024
580,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,4,ORANG,2024
581,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,14,ORANG,2024
582,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,17,ORANG,2024
583,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,1,ORANG,2024
584,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,1,ORANG,2024
585,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,17,ORANG,2024
586,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,9,ORANG,2024
587,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,4,ORANG,2024
588,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,9,ORANG,2024
589,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,8,ORANG,2024
590,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,4,ORANG,2024
591,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,1,ORANG,2024
592,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,4,ORANG,2024
593,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,3,ORANG,2024
594,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,2,ORANG,2024
